Job Title,Description,District,Work Mode
Programador BMS,"Indra es una compañía global de consultoría y tecnología, con presencia en los 5 continentes y más de 40.000 profesionales. Trabajarás en un entorno de soluciones y servicios innovadores para nuestros clientes en los principales sectores de actividad, aportándoles valor añadido. Participarás de la transformación de los negocios trabajando con profesionales de referencia.
Buscamos Programador BMS con ganas de trabajar en nuestros equipos multidisciplinares.
Requisitos:
Experiencia mínima de 2 años en sistemas SCADA y/o BMS para control y monitorización de sistemas electromecánicos.
Conocimientos en redes IP y experiencia en sistemas electromecánicos.
Experiencia como programador/desarrollador en alguna de estas herramientas de Schneider Electric: PME (Power Monitoring Expert) PSO (Power SCADA Operation) EBO (EcoStruxure Building Operation)
Deseable:
Programación en otros SCADA/BMS.
Experiencia con redes TCP/IP.
Funciones:
Programación y desarrollo de sistemas SCADA/BMS.
Control y monitoreo de sistemas electromecánicos.
Colaboración con ingenieros y técnicos en sala de control.
Participación en proyectos de automatización de edificios e infraestructura eléctrica.
Modalidad de Trabajo:
Presencial en Lima, Perú.
Beneficios:
Planilla completa desde el primer día de trabajo.
Cobertura al 100% de EPS.
Convenios corporativos.
Acceso a cursos y certificaciones online.
Crecimiento y desarrollo profesional.
¡Anímate y postula con nosotros!","Lima, Lima, Peru",Presencial
TÉCNICO DESARROLLADOR DE SISTEMAS,"Entidad pública se encuentra en la búsqueda de UN(1) TÉCNICO DESARROLLADOR DE SISTEMAS que cumpla con el siguiente perfil:
El puesto tiene como misión desarrollar, implementar y mantener los programas informáticos requeridos, de acuerdo a los estándares establecidos para el desarrollo de programas, con la finalidad de atender los requerimientos de las áreas de la entidad.
Requisitos:
Egresado de carrera técnica superior completa (3 o 4 años) o egresado universitario en computación e informática, administración de redes y comunicaciones o carreras afines al cargo.
Conocimiento técnico de herramientas de modelamiento, metodología para el desarrollo de software (ágiles o tradicionales), desarrollo de aplicaciones web (.NET, java, JavaScript, HTML, PHP) y móviles, manejadores de base de datos (Oracle y SQL server) y sintaxis SQL (procedimientos, funciones, vistas, vistas materializadas, etc.), Phyton, sistemas operativos (Microsoft y/o Linux) o Djanjo o React o Docker o Kubernetes o GIT.
Conocimiento de ofimática: procesador de textos, hoja de cálculo y programas de presentaciones a nivel básico.
Conocimiento de idioma inglés a nivel básico.
Un (1) año de experiencia general.
Proactividad, organización, pericia en su campo ocupacional, trabajo en equipo e integridad.
Beneficios:
Ingreso a planilla bajo el bajo el régimen laboral privado desde el primer día de trabajo.
Beneficios laborales como: seguro de vida ley y asistencia médica a cuenta de la entidad.
Grato ambiente laboral.
*NOTA: Solo se tomarán en cuenta a aquellos postulantes que cumplan con los requisitos del puesto, lo que debe estar expresamente declarado en su currículo o ficha de postulación de Búmeran.","Chorrillos, Lima, Peru",Presencial
ANALISTA PROGRAMADOR SENIOR,"En ADEX, Gremio Empresarial Líder en las Exportaciones Peruanas nos encontramos en la búsqueda de un Analista Programador Senior:
Objetivo:
Analizar la necesidad de negocio e implementar nuevos sistemas de información, utilizando lenguajes de programación de los sistemas implementados en la organización o tecnologías de información a la vanguardia.
Funciones:
Analizar los procesos y requerimientos de las áreas para identificar problemáticas que se puedan presentar.
Desarrolla aplicaciones bajo estándares de calidad y cumplimiento de metodología de desarrollo vigente.
Elaborar manuales a manera de instructivos de los softwares implementados.
Capacitar a los usuarios finales que usarán los softwares, sobre información y uso de los mismos.
Brindar soporte a los sistemas de información implementados.
Potenciar y mejorar los softwares, analizándolos previamente y coordinando con los usuarios finales.
Documentar la información generada al momento de la creación de los sistemas de información.
Analizar, proponer e implementar mejoras en cada uno de los procesos a cargo.
Otras labores inherentes que le encargue su jefe inmediato.
Requisitos:
Técnico o profesional de Ingeniería de Sistemas, Ingeniería Informática o afines, con especialización en desarrollo de sistemas.
Experiencia de 2 a 3 años en análisis funcional o técnico de sistemas y participación en proyectos de integración, mejora continua o desarrollo de soluciones tecnológicas.
Conocimiento avanzado en lenguaje de programación (C #; NET o PHP) y motores de base de datos (SQL, SERVER o MySQL).
Conocimiento a nivel intermedio en desarrollo de apps (Android).
Contar con conocimiento en análisis funcional, análisis de procesos y gestión de proyectos y estándares de programación.
Nivel de ingles (Técnico).
Disponibilidad para trabajar de lunes a viernes en el distrito de San Borja.
Ofrecemos:
Salario acorde al mercado.
EPS al 100%.
Cuponeras de medio día libre.
Día libre por cumpleaños.
Beca por permanencia en carreras, diplomados o cursos en ADEX Instituto o Adex Global Learning.
Beneficios corporativos.","San Borja, Lima, Peru",Híbrido
Programador en Oracle Developer,"Somos líderes en perforación minera y geotécnica en el Perú, con más de 45 años de experiencia acompañando a los grandes proyectos del país. Nuestro motor es la innovación, la seguridad y el compromiso con el medio ambiente, porque sabemos que cada perforación abre también nuevas oportunidades de desarrollo sostenible.
Formar parte de nosotros significa integrarse a un equipo apasionado, que valora el talento, impulsa el crecimiento profesional y cree en el poder del trabajo en equipo. Si buscas un lugar donde tus ideas y esfuerzo generen impacto real en la industria y en tu carrera, ¡aquí es donde comienza tu siguiente desafío!
Descripción del puesto: Programador en Oracle Developer
Nuestro cliente, líder en perforación minera y geotécnica en Perú, se encuentra en la búsqueda de un Programador en Oracle Developer para unirse a nuestro equipo de Tecnología, Sistemas y Telecomunicaciones en Lima, Lima.
El candidato ideal para esta posición deberá contar con experiencia y habilidades avanzadas en el desarrollo de aplicaciones utilizando Oracle Developer, así como sólidos conocimientos en bases de datos Oracle. Será responsable de diseñar, programar y mantener soluciones informáticas basadas en los requerimientos del negocio, colaborando estrechamente con otros equipos de trabajo para garantizar el correcto funcionamiento de los sistemas.
Buscamos a una persona proactiva, con capacidad para trabajar de forma autónoma y en equipo, capaz de resolver problemas de manera eficiente y con un alto nivel de compromiso. La posición requiere una mentalidad analítica y una atención meticulosa a los detalles para garantizar la calidad de las soluciones desarrolladas.
Si eres un profesional graduado con experiencia demostrable en Oracle Developer y estás buscando un nuevo desafío en un entorno dinámico y en constante evolución, ¡esta es tu oportunidad para unirte a nuestro equipo y contribuir al desarrollo sostenible de la industria minera en Perú!

Requisitos:
Experiencia técnica:
Manejo de Oracle Forms y Reports. (INDISPENSABLE)
SQL y PL/SQL en bases de datos Oracle. (INDISPENSABLE)
Conocimiento en modelamiento de datos y tuning de consultas.
Experiencia en migración o mantenimiento de aplicaciones legadas (muchos proyectos con Forms y Reports son de continuidad operativa).
Deseable:
Experiencia en Oracle APEX o integración con web services.
Conocimiento en arquitecturas de aplicaciones Oracle.
Competencias blandas:
Trabajo en equipo y colaboración efectiva.
Adaptabilidad y apertura al cambio, especialmente en contextos que requieren el mantenimiento y optimización de sistemas existentes.
Modalidad: Lunes a viernes de de 7:30 a 4:30 o de 8:30 a 5:30 (posibilidad de asistir sábado o domingo)

Beneficios
Sueldo acorde al mercado
Ser parte de una empresa en constante crecimiento y con un ambiente de trabajo positivo.
Oportunidades de desarrollo y aprendizaje continuo.
Planilla y beneficios de ley.
Programa de bienestar integral para ti.
Utilidades de acuerdo a los resultados de la empresa.","Lima, Lima, Peru",Presencial
Analista Programador Java / Remoto / Planilla Completa,"Estimados por encargo de nuestro cliente importante empresa del rubro retail, estamos en búsqueda de:
(1) Analista Programador Java
Requisitos:
Carreras universitarias y/o técnicas en Computación e Informática, Sistemas a fines.
Con experiencia mínima de 3 años desarrollando.
Indispensable experiencia conocimiento en JAVA Swing, SQL y Oracle.
Funciones:
Analizar, diseñar, desarrollar, probar e implementar las soluciones de software destinadas a atender los requerimientos o tareas de proyecto que le correspondan.
Interactuar con las áreas usuarias para la solución de las tareas asignadas.
Administrar y velar por la correcta documentación de los proyectos que le sean asignados.
Realizar propuestas de valor que permitan disminuir la carga operativa, reducir los costos y mejorar los procesos con el uso de la tecnología.
Colaborar con las áreas correspondientes para llevar a cabo correctamente los pases a Producción.
Beneficios:
Se ofrece trabajo en planilla con todos los beneficios de ley de la consultora desde el primer día.
Trabajo remoto 100%
Horario de Lunes a Viernes de 8:00 am a 6: 00 pm.
Sueldo: S/4000 mensuales","Lima, Lima, Peru",Remoto
Fullstack Developer Senior (.NET/Angular),"ZUTUN. es una empresa de software boutique con amplia experiencia en banca, seguros, fintech y retail. Nuestro colectivo funciona como un verdadero equipo, valorando la colaboración, la sinergia y el apoyo mutuo entre nuestros miembros, reconociendo que el talento es el núcleo y el equipo es quien juega el partido.
Te invitamos a participar de proceso SR. FULLSTACK DEVELOPER y ser parte de esta experiencia:
RESPONSABILIDADES:
Diseñar, desarrollar y mantener aplicaciones web full stack utilizando .NET C#, Angular y Node.js.
.Implementar y consumir servicios web RESTful y SOA.
Desplegar y configurar aplicaciones en IIS (on-premise) y servicios cloud (AWS/Azure).
Participar en la remediación de vulnerabilidades de seguridad en aplicaciones.
Configurar pipelines de CI/CD con GitHub Actions.
Administrar contenedores mediante Docker y Kubernetes.
Colaborar en la mejora continua del código y en la automatización de procesos de desarrollo y despliegue.
Utilizar herramientas de analítica como Google Analytics para monitoreo y mejora de aplicaciones.
Trabajar bajo metodologías ágiles (Scrum/Kanban) en equipos multidisciplinarios.
REQUISITOS:
Experiencia mínima de 4 años como desarrollador(a) .NET C# (nivel avanzado).
Experiencia comprobable en desarrollo con Angular con versiones superiores a 10, Node.js, Material Design, y Bootstrap. Deseable también Next.js.
Dominio en diseño e implementación de APIs RESTful y SOA.
Conocimiento avanzado de bases de datos SQL Server y PostgreSQL.
Experiencia en despliegues en IIS en servidores on-premise.
Conocimientos en AWS y/o Azure (EC2, App Services, Storage, etc.).
Experiencia con Docker (creación y gestión de contenedores) y Kubernetes (orquestación).
Conocimiento y uso de GitHub, así como configuración de GitHub Actions para CI/CD.
Conocimiento en remediación de vulnerabilidades de desarrollo (seguridad de aplicaciones).
Disponibilidad para trabajar de manera Híbrida en la sede del cliente, distrito SURCO.
¿QUE OFRECEMOS?
Oportunidades de aprendizaje, donde tú eres responsable de tu desarrollo.
Trabajo colaborativo en un entorno creativo.
Acceso a herramientas y tecnologías de vanguardia.
Ambiente de trabajo dinámico con enfoque en la mejora continua.
Trabajo en base al sentido común, metas, flexibilidad de horarios y de manera hibrida.
Una organización totalmente horizontal, donde se escuchan tus ideas y opiniones, sin jerarquías ni egos, basado en nuestra cultura C+
✅ Consideraciones: RECIBO POR HONORARIOS, tiempo de contratación: 2 MESES RENOVABLES.
✅ Visita nuestra página WEB: www.zutun.io","Surco, Lima, Peru",Híbrido
Analista Programador Java Cloud Senior,"Importante empresa, del sector farmacéutico se encuentra en búsqueda del mejor talento para cubrir la posición:
(1) Analista Programador Java Cloud Senior
Requisitos:
Técnico/Universitario egresado en Ingeniería de Sistemas, Informática o afines.
3 años de experiencia en desarrollo de software con Java 17, Java Script y programación React.
Experiencia en angular y node js.
De 1 a 3 años de experiencia en arquitectura de microservicios.
Conocimiento avanzado de Base de Datos en Oracle (indispensable)
Desarrollo en Angular y Java Spring Boot.
Desarrollo en BD mongo
Desarrollo en BD PostgreSQL (Deseable)
Automatización de procesos con n8n (Deseable)
Funciones:
Desarrollar en Java y desarrollar microservicios.
Beneficios:
Planilla Completa de la Consultora General
Remuneración: S/4000-S/ 4500
Horario: Lunes a Viernes de 8am a 6pm.
Modalidad: remoto 100%","Lima, Lima, Peru",Remoto
Desarrollador Backend .NET,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Buscamos Desarrollador Backend Pleno .NET con ganas de trabajar en nuestros equipos multidisciplinares.
¿Cuál es el reto que te proponemos?
Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital.
Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor.
¿Qué esperamos por tu parte?
Formación Académica:
Bachiller en Ingeniería de sistemas o afines
Experiencia: Conocimiento Técnico:
Experiencia en Visual Basic 2005 y 2008.
Dominio de C# Net Core 2.0, 3.1, Net 5 y 6.
Experiencia en el uso de HTML, CSS y JavaScript.
Experiencia en SQL y manejo de bases de datos Oracle.
Dominio de sistemas de control de versiones como Git.
Familiaridad con flujos de trabajo en Git (branching, merging, pull requests).
Experiencia en el uso de Bitbucket.
Conocimiento y experiencia en la implementación de metodologías ágiles (Kanban, Scrum, manejo de Jira).
Experiencia en el diseño, desarrollo y despliegue de paquetes SSIS.
Experiencia trabajando en proyectos del sector bancario.
Funciones del puesto
Desarrollo y mantenimiento de aplicaciones: Implementar nuevas funcionalidades, desarrollar y mantener aplicaciones
Gestión y optimización de bases de datos: Diseñar, desarrollar y optimizar estructuras de bases de datos
Automatización y orquestación: Crear y gestionar Jobs, incluyendo Jobs AFT para transferencia de archivos. Automatizar procesos mediante scripting (PowerShell y Bash).
Integración de datos: Diseñar, desarrollar y desplegar paquetes SSIS para procesos de integración y migración de datos.
Control de versiones y colaboración: Administrar código fuente mediante Git y Bitbucket, siguiendo buenas prácticas de branching, merging y pull requests.
Experiencia en sector bancario: Analizar, implementar y mantener soluciones considerando los requisitos de seguridad, regulaciones y procesos propios del sector financiero.
Motivos por los que te encantará ser un #Minsaiter:
Planilla desde el día 1
Lima
Carrera profesional y acceso a plataforma de capacitación adaptada a tus necesidades y motivaciones.
EPS cubierta al 100%
Modalidad de trabajo: 100% remoto.
Minsait, technology for a more human future! Nuestro compromiso es promover ambientes de trabajo en los que se trate con respeto y dignidad a las personas, procurando el desarrollo profesional de la plantilla y garantizando la igualdad de oportunidades en su selección, formación y promoción ofreciendo un entorno de trabajo libre de cualquier discriminación por motivo de género, edad, discapacidad, orientación sexual, identidad o expresión de género, religión, etnia, estado civil o cualquier otra circunstancia personal o social.","Lima, Lima, Peru",Remoto
ANALISTA PROGRAMADOR DE TI,"Propósito: · Responsable del desarrollo y documentación de las nuevas implementaciones, mejoras y reportes en los sistemas de información de SOP, incluye interfases de comunicación, bases de datos e infraestructura, basadas en arquitecturas.Net (C#), X++, etc. (en entornos Windows /Web), JavaScript, de preferencia con conocimiento de reportes en PowerBI, conocimientos de PowerAPPs y su integración con base de datos MS-SQL, conexiones AZURE e integración con herramientas de Office 365. (Net Core 8, manejo a nivel intermedio de Azure – active directory, publicación de servicios web y devops.
Educación:
Profesional Técnico o Universitario en sistemas o carreras afines.
Experiencia profesional mínima de 3 años.
Habilidades Técnicas y Competencias:
Manejo de Programas de Office a nivel avanzado
Certificación/Cursos Microsoft en desarrollo de sistemas y base de datos SQL. (deseable)
Organización
Comunicación efectiva
Conocimiento de ingles básico (hablado y escrito)
Sede:
San Isidro.","San Isidro, Lima, Peru",Presencial
Analista Programador Postgre/Oracle/Híbrido,"Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:
(1) Analista Programador Postgre/Oracle
Requisitos
Universitario de Ingeniería de Sistemas, Informática, o afines
Experiencia de 3 años en puestos similares como mínimo
Experiencia realizando labores de Analista de Sistemas
Desarrollador Oracle (PL/SQL) nivel avanzado, store procedures, funciones, packages
Desarrollador BD PostgreSQL nivel avanzado
Experiencia realizando tuning de Base de Datos
Conocimiento en Oracle Data Integrator (ODI)
Experiencia en GCP, Cloud Composer, Cloud Storage, Cloud Functions, Data Funciton, Data low
Modelamiento de Base de Datos
Recomendable que haya realizado labores como Analista Fullstack
Funciones:
Diseñar, analizar y desarrollar soluciones en la Base de Datos
Realizar la documentación correspondiente al proyecto
Realizar estimaciones del trabajo solicitado
Hacer las correcciones y/o mejoras de los programas realizados
Coordinar el pase a producción
Dar soporte post-producción de la solución
¿Qué ofrecemos?
Ingreso a planilla GENERAL de la empresa.
Remuneración acorde al mercado
Trabajo Híbrido: 1 vez a la semana (jueves) asistir a las oficinas del cliente en San Borja.
Horario: Lunes a viernes de 8:30am a 6:30pm
El cliente brindará laptop.","San Borja, Lima, Peru",Híbrido
Desarrollador Backend JavaScript senior - REMOTO,"CSTI Corp es una empresa peruana líder en la industria TI con más de 15 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de ""Desarrollador Backend (JavaScript) Senior
Requisitos:
Bachiller en Ing de Sistemas, Software o afines o Técnico.
Experiencia mínima de 5 años como Backend.
Experiencia de 3 a más en Node JS.
Experiencia de 2 años a más en Amazon Web Services.
Experiencia de 3 en en programación en Javascript, Node JS con Express y Type Script
Experiencia en Git / Gitlab: Gitflow, comandos Rebasing, Stashing, crear y resolver Merge Requests.
Experiencia de 3 años a más en Metodologías Ágiles como Scrum, Kanban y/o XP.
Nivel intermedio o avanzado en codificación de pruebas de unidad usando TDD.
Experiencia codificando pruebas de rendimiento de SW (carga, estres, escalabilidad) usando Gatlin u otra herramienta similar.
Conocimiento de BDD.
Conocimiento avanzados de Clean Code, SOLID y Arquitecturas Hexagonales.
Experiencia aplicando prácticas de excelencia técnica como: Continuous Integration, Refactoring, Code Review y Pair Programming.
Conocimiento avanzado de prácticas de código seguro con OWASP 10.
DevSecOps Mindset.
Experiencia en Docker, Mongodb, MySQL, Redis, EventBridge y Kubernetes (deseable).
Condiciones:
Modalidad Remota (1 o 2 veces al mes en el distrito de San Isidro.
Horario de lunes a viernes de 9 am a 6:30pm.
¡Ven y únete al equipo de CSTI CORP!","Lima, Lima, Peru",Híbrido
Programador Python Junior,"CSTI Corp es una empresa peruana líder en la industria TI con más de 17 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrecemos soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Estamos en busqueda de un Programador Python
📌Requisitos:
✅ Experiencia de 2 años programando con python
✅ Experiencia en base de datos: MySQL, SQL Server
🌴Modalidad de trabajo: Híbrido 3 dias presenciales y 2 remoto en San Isidro
🌴Horario de Lunes a Viernes.
🌴Te brindamos tus equipos corporativos.","Lima, Lima, Peru",Híbrido
.NET Developer- Junior,"Somos Inetum, una compañía de servicios ágiles que proporciona soluciones digitales y un grupo global de tecnólogos que acompaña a sus clientes en el proceso de digitalización aprovechando al máximo el digital flow.  Ofrecemos a nuestros clientes una combinación única de proximidad, organización sectorial y soluciones de calidad. Presente en más de 26 países, el Grupo tiene cerca de 27.000 colaboradores y apunta a continuar creciendo.  ¡En Inetum acompañamos a nuestros clientes y colaboradores en su camino al éxito!  Si te gusta reinventarte y resolver problemas con nuevas estrategias, trabajar en proyectos de IT y de negocios: ¡Postula ahora!","San Isidro, Lima, Peru",Híbrido
Frontend Developer (REACT/JS/TS),"ZUTUN. es una empresa de software boutique con amplia experiencia en banca, seguros, fintech y retail. Nuestro colectivo funciona como un verdadero equipo, valorando la colaboración, la sinergia y el apoyo mutuo entre nuestros miembros, reconociendo que el talento es el núcleo y el equipo es quien juega el partido.
Te invitamos a participar de proceso FRONTEND DEVELOPER (REACT/JS/TS) y ser parte de esta experiencia:
RESPONSABILIDADES:
Desarrollo de aplicaciones web con JavaScript/TypeScript y React.
Implementación de manejo de estado y asincronía (Zustand, React Query, Axios).
Construcción de interfaces responsivas y accesibles (Tailwind, Radix).
Validación de datos y formularios (React Hook Form, Zod).
Visualización de datos: gráficos, fechas, exportaciones a Excel.
Aplicación de buenas prácticas: linting, tipado estricto, control de versiones con Git.
Despliegue de aplicaciones en la nube (AWS S3 para hosting).
REQUISITOS:
Experiencia mínima de 4 años en desarrollo frontend con React y TypeScript.
Conocimientos sólidos de asincronía, optimización y patrones de diseño frontend.
Experiencia trabajando con librerías de manejo de estado y validación de formularios.
Conocimientos de UI responsiva y accesibilidad.
Experiencia en despliegue de aplicaciones web en la nube.
Deseable: conocimientos de servicios de AWS (Lambda, bases de datos, etc.) y/o experiencia fullstack.
Disponibilidad para trabajar de manera Híbrida en la sede del cliente, distrito Pueblo Libre: 3 dias remoto y 2 presencial, de Lunes a Viernes.
QUÉ VALORAMOS
Proactividad, orientación a la calidad de código y capacidad de trabajo en equipo.
Interés en aprender y aportar en la capa backend y en la nube.
OFRECEMOS
Oportunidades de aprendizaje, donde tú eres responsable de tu desarrollo.
Trabajo colaborativo en un entorno creativo.
Acceso a herramientas y tecnologías de vanguardia.
Ambiente de trabajo dinámico con enfoque en la mejora continua.
Trabajo en base al sentido común, metas, flexibilidad de horarios y de manera hibrida.
Una organización totalmente horizontal, donde se escuchan tus ideas y opiniones, sin jerarquías ni egos, basado en nuestra cultura C+
✅ Consideraciones: RECIBO POR HONORARIOS, tiempo de contratación: 3 MESES RENOVABLES.
✅ Visita nuestra página WEB: www.zutun.io","Pueblo Libre, Lima, Peru",Híbrido
Mid Node AWS Engineer,"Información Importante
Ubicación: Perú
Modalidad de trabajo: Híbrido, asistencia a oficina en Miraflores 2-3 veces por semana
Resumen del puesto
Como un Mid Node AWS Developer (17274), formarás parte de un equipo tecnológico y ágil altamente calificado por respaldar y desarrollar soluciones de vanguardia para cumplir con los requisitos de nuestro negocio. Nos ayudará a acelerar los resultados empresariales de nuestros clientes mediante la innovación de productos digitales de vanguardia.
Requisitos y Habilidades
Profesionales de Sistemas, Informática, Desarrollo o afines con +4 años de experiencia como Node Developer.
Experiencia trabajando en/con:
Desarrollo Servicios Core AWS (EC2, S3, IAM, VPC, Cloudwatch, etc)
Desarrollo Servicios AWS Serverless: Dynamo DB, Lambda, API Gateway, RDS, SQS, stepFunctions, ECS
Herramientas DevOps: SonarQube, GIT(bitbucket)
Microservicios con Docker/Kubernetes
Principios SOLID y patrones de diseño
Pruebas unitarias
Jira y metodologías ágiles
Acerca de Encora
Encora es el socio preferido de ingeniería digital y modernización de algunas de las principales empresas del mundo y empresas nativas digitales. Con más de 9,000 expertos en 47+ oficinas y laboratorios de innovación en todo el mundo, las prácticas tecnológicas de Encora incluyen Ingeniería y Desarrollo de Productos, Servicios en la Nube, Ingeniería de Calidad, DevSecOps, Datos y Análisis, Experiencia Digital, Ciberseguridad e Ingeniería de IA y LLM.
En Encora, contratamos profesionales únicamente en función de sus habilidades y calificaciones, y no discriminamos en función de la edad, discapacidad, religión, género, orientación sexual, estado socioeconómico o nacionalidad.","Miraflores, Lima, Peru",Híbrido
Analista de Programación RPG,"¡Somos Izipay! La red multimarca más grande del país, ¡estamos revolucionando el mercado de pagos! Con la meta de hacer crecer por x4 nuestro número de comercios atendidos, necesitamos reforzar nuestro equipo con personas como tú. ¡Ven a sumarte a este desafío como Analista de Programación
¿Cuáles serán tus responsabilidades?
Diseñar, programar, probar e implementar soluciones que optimicen los procesos del área.
Diagnosticar y corregir problemas en los sistemas existentes.
Identificar oportunidades de mejora en las aplicaciones y procesos actuales.
Generar y actualizar manuales, guías y diagramas de las soluciones implementadas.
Colaborar con equipos multidisciplinarios.
Requisitos:
¿Cómo saber que este puesto es para ti?
Universitario egresado de Ingeniero de Sistemas y carreras afines.
Conocimiento en herramientas de desarrollo: RPG (indipensable).
Conocimientos en COBOL (deseable) y AS400.
Conocimientos en SQL.
Conocimientos en lenguajes de programación Web: Visual Basic, JAVA, etc. (deseable) / Vision Plus (deseable).
Conocimientos en inglés técnico a nivel intermedio (deseable)
Conocimiento en Microsoft Office a nivel intermedio.
Beneficios
¿Qué te ofrecemos?
Un paquete de beneficios competitivo que complementará tu remuneración:
Tarjeta de alimentación.
Cobertura EPS y cobertura oncológica.
Un excelente clima laboral.
La oportunidad de trabajar con los mejores del mercado.
Beneficios Intercorp y más.
¡Únete al equipo!
#TodosSomosizipay | Somos un equipo diverso y creemos que las mejores ideas surgen de la inclusión. Nuestras oportunidades de empleo están abiertas para todas las personas, sin distinción.
#iziVamosPorMás | Si tu perfil encaja con lo que buscamos, nos contactaremos para continuar con el proceso.","Miraflores, Lima, Peru",Híbrido
Desarrollador Backend,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Buscamos Desarrollador Backend Pleno con ganas de trabajar en nuestros equipos multidisciplinares.
¿Cuál es el reto que te proponemos?
Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital.
Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor.
¿Qué esperamos por tu parte?
Formación Académica:
Bachiller en Ingeniería de sistemas o afines
Experiencia:
Conocimiento Técnico:
Java 11 (Medio)
Experiencia en Spring Boot.
Experiencia en Microsoft Azure Cloud (Apim, acr, aks, redis, akv, sql, mysql).
Experiencia en construcciones de pipelines (Azure Devops).
Conocimiento Apis Rest.
Conocimientos de patrones de diseño.
Conocimientos patrones de arquitectura.
Deseable haber trabajado proyecto con Open AI.
Conocimiento Deseable:
Haber trabajado con Marco SCRUM
Funciones del puesto
Diseñar y desarrollar APIs RESTful
Desarrollar pruebas unitarias
Configurar y ejecutar los despliegues en ambientes previos
Diseñar y ejecutar pruebas de carga - Gestionar y acompañar los pases a producción
Monitorear el comportamiento de las APIs en producción
Participar en el marco de trabajo ágil SCRUM Stack tecnológico:
Backend: Spring Boot, JDK 17, Webflux, WebClient, Redis, JUnit & Mockito, OpenAPI - DevOps: Docker, Kubernetes, Azure (ACR, APIM, AKS, Pipelines), NewRelic
Pruebas de carga: JMeter.
Motivos por los que te encantará ser un #Minsaiter:
Planilla desde el día 1
Lima
Carrera profesional y acceso a plataforma de capacitación adaptada a tus necesidades y motivaciones.
EPS cubierta al 100%
Modalidad de trabajo: 100% remoto.","Lima, Lima, Peru",Remoto
